,average_rating,author_id,text_reviews_count,name,ratings_count
21454,3.33,7366662,7,Donald Stidham,9
21455,4.17,837219,4222,Alexander Gordon Smith,37236
21456,3.41,332609,302,Laura Reese,1925
21457,3.84,722944,156,Birgit Moosmuller,1075
21458,4.11,16752419,5,Preben Steen Nielsen,9
21459,3.88,7096100,565,Marilyn Grey,2838
21460,4.02,9756331,185,Zara Ramm,746
21461,3.72,8179033,7,Peco Gaskovski,18
21462,3.29,5061366,12,R. Clint Peters,84
21463,3.65,7106229,12,Nguyen Thi Bich Nga,31
21464,3.66,2802244,519,my zyd@,2367
21465,3.31,14320979,5,Guilherme de Sousa,32
21466,3.52,977810,7,Elizabeth Vercoe,61
21467,3.72,203371,2221,Howard Goldblatt,17090
21468,4.12,2044422,107,zGlwl lnjr,1268
21469,4.00,16222290,1,mehrb iraani,1
21470,4.00,16222291,1,veemuuri rmaaNjniikumaari,1
21471,4.25,11283785,228,Ravenna Tate,832
21472,3.95,270084,38,John Van Diest,275
21473,3.77,5021508,6222,Sapphire,45061
21474,4.13,3238377,50,Aviva Bel'Harold,117
21475,4.07,611450,34,Allister Thompson,73
21476,4.00,3238378,12,Heather Reinhardt,44
21477,2.87,453152,36,Andrew Shaw,135
21478,4.40,3107651,22,Larry K. Collins,68
21479,4.26,1280310,63,Lorna Collins,214
21480,3.94,4372994,87,Bronia Brandman,397
21481,3.99,226577,126,Carol Bierman,484
21482,3.79,630,146475,Dan Brown,5473688
21483,3.95,6949510,246,Mary A. Wasowski,1007
21484,4.57,8433724,259,Thomas Sweeney,335
21485,3.77,78111,2897,Kailin Gow,36368
21486,5.00,14159863,1,Appleton Historical Society,1
21487,4.18,13524741,13,Stephen Paul Thomas,44
21488,4.55,8553574,3,Istvan Tomasovszki,11
21489,4.55,8553575,3,Paige Duke,11
21490,4.00,1237783,1,Jeanne Frank,6
21491,3.99,985140,16,Kate Hunter,79
21492,4.16,6859056,15,Vicki Blair,55
21493,3.72,140360,39,Brian Bouldrey,232
21494,3.63,7569,869,Susan Cheever,4577
21495,3.45,8182076,1,Romana Starfield,20
21496,4.03,3001125,11,Bruno K. Oijer,471
21497,3.84,38771,295,Taro Yashima,2000
21498,3.92,4298500,612,Jaclyn M. Hawkes,3862
21499,4.00,11351863,1,"Paul Pfleuger, Jr.",1
21500,3.83,3901024,641,Amy Butler Greenfield,5108
21501,4.25,5763699,114,Dena Garson,393
21502,3.81,587990,9,Evan B. Howard,85
21503,4.09,620500,139,Jim Provenzano,684
21504,4.33,7302865,2,Lloyd  Johnson,3
21505,4.44,93071,142,Shuichi Shigeno,3328
21506,4.02,8445207,447,Jo Noelle,885
21507,3.91,34850,1982,Diana L. Paxson,115528
21508,4.12,78025,57,Rickie Solinger,511
21509,4.00,2408356,2,Tammie Rothermel,2
21510,4.00,1606168,3,Greg Billington,6
21511,4.09,26886,5953,Stan Berenstain,324352
21512,4.09,18172,6336,Jan Berenstain,330034
21513,4.11,16706199,12,Mykola Khvylovy,388
21514,3.70,91586,20,Fran Capo,98
21515,3.25,533299,4,Frank Borzellieri,16
21516,4.14,917094,3,Esther Eidinow,21
21517,3.80,1817749,122,Alec Greven,398
21518,4.11,17071220,42,D.L. Hess,61
21519,3.00,10131387,1,Annalisa Biascia,3
21520,4.30,7127326,27,Jacqueline Coote,67
21521,4.00,16680565,1,Appolinaire Ritingar,1
21522,3.80,14443491,385,Kate Friedman-Siegel,3324
21523,3.73,145294,1879,Mindy Klasky,22265
21524,3.18,58498,633,Robyn Donald,6046
21525,3.67,118004,14,Gordon Cucullu,147
21526,3.76,5010127,8,Chris Fontana,49
21527,4.02,8339905,62,Leigh Carron,329
21528,3.89,7844,16261,Richard Russo,204158
21529,3.81,4106,898,Pamela Dean,11478
21530,3.92,46137,3534,Terri Windling,56060
21531,3.87,28718,901,Budge Wilson,12859
21532,4.33,8409851,1,Cornelia Shipley,3
21533,3.80,8365867,10,Tenae Hunt,25
21534,4.00,28719,4662,Gail Tsukiyama,52250
21535,3.94,129602,84,Lynda Madaras,683
21536,4.14,438375,17,Paul Gilligan,161
21537,3.83,15283258,10,Teagan Wells,18
21538,3.00,1209972,1,Emmet E. Eklund,1
21539,3.00,1209971,1,Marion Lorimer Eklund,1
21540,3.66,5397623,4,Sergei Musanif,253
21541,3.72,90075,993,Judi Hendricks,8600
21542,3.36,793102,271,S. Mara Gd,3515
21543,4.09,25509,162,Nicholas C. Zakas,1891
21544,3.89,7056502,736,J.M. LaRocca,4594
21545,3.48,96089,529,Kathy Carmichael,3661
21546,4.44,243421,92,Joy DeGruy,631
21547,3.82,106548,30,Carol Watson,293
21548,4.04,270239,243,Nick Price,1648
21549,3.00,7182364,1,H.C.Crew,1
21550,3.63,12665,8218,Cecily von Ziegesar,260451
21551,3.50,14223595,4,Suhayl Abidi,22
21552,3.62,414836,6,Manoj Joshi,29
21553,4.04,9017857,795,T.K. Chapin,3541
21554,3.38,223650,67,John R. Talbott,307
21555,3.27,8388002,80,Barbara   Palmer,275
21556,3.72,4336347,43,Kath Russell,76
21557,3.80,7085433,96,Bethany M. Sefchick,1092
21558,3.38,5289106,29,Antonio Tavares,117
21559,3.91,334810,836,Jean C. Joachim,3085
21560,3.87,137270,9147,J.A. Konrath,116669
21561,3.00,5244093,1,Harald Goransson,1
21562,3.17,1107060,2,Bernard Frank,12
21563,4.15,62365,13,William Finn,303
21564,4.22,170442,163,James Lapine,13390
21565,3.93,27311,221,Frank Rich,2609
21566,3.75,262916,172,Anna Seghers,2550
21567,3.33,376276,15,Debbie Danowski,108
21568,3.56,4091818,2,Lawrence Fischman,9
21569,4.06,6521898,8526,Milly Taiden,83978
21570,4.09,7101591,18,Jane A. Plant,144
21571,3.98,7182576,568,Antonia Hodgson,3594
21572,4.31,328118,79,Konstantin Paustovsky,1179
21573,4.03,184412,142,Pete Dunne,1188
21574,4.33,187402,20,Jerry Liguori,260
21575,4.00,173610,431,Denise Giardina,3300
21576,3.32,16084950,4,Adam  Davis,50
21577,4.00,4046388,85,Chris Strathearn,1217
21578,3.66,484938,1260,Marguerite Gavin,5477
21579,3.61,1253956,12,Jennifer Selby,51
21580,3.85,699733,93,Alex Wheatle,639
21581,5.00,17164585,1,Asim Jaffri,2
21582,3.97,63021,298,Redmond O'Hanlon,5139
21583,3.76,24375,3522,Kyra Davis,50947
21584,4.08,6426811,92,Tabitha Freeman,378
21585,3.89,7791394,1035,Ophelia Bell,7124
21586,3.66,13484758,13,Daniel Illger,38
21587,4.08,172043,2,Mavis Bayton,13
21588,3.84,8249,5299,Anne Bronte,114648
21589,3.59,286311,3,Angeline Goreau,34
21590,3.42,172041,8,Dorothy Marcic,76
21591,3.95,38811,658,Elvira Lindo,11151
21592,3.49,1247154,20,Elena Kostiukovich,162
21593,3.67,85587,1547,Mary Roberts Rinehart,12605
21594,3.33,5637582,2,Chris Street,3
21595,3.59,16430654,14,Aa. Vv.,76
21596,3.85,43554,3165,Adrian Tomine,43925
21597,3.76,7735191,292,Lilly Avalon,445
21598,3.82,4673206,30,Giuliana Aldi Pompili,209
21599,3.17,209408,139,Lisa Zeidner,783
21600,4.07,14132767,1937,Angela Duckworth,20815
21601,3.84,7424276,7,Shi Wen Zi Qing,122
21602,3.85,13530926,7,Bai Jing  Rui Li,88
21603,4.07,7461657,2,Jodi Sykes,15
21604,3.96,296441,7,Jackie Kramer,74
21605,3.67,253394,61,Wade Bradford,233
21606,4.18,4981180,185,Micha Archer,706
21607,4.75,4632609,3,Alexander Stacey,4
21608,3.78,69519,2,Sara Delamont,51
21609,5.00,8644310,1,Jan-Henrik Johansson,1
21610,3.81,5036645,378,Pat Shand,2191
21611,3.77,4143180,484,Mariah Huehner,4652
21612,3.55,30660,381,Caroline Taggart,3304
21613,3.91,84222,179,Constance O'Day-Flannery,3465
21614,3.96,4292165,1626,Jeyn Roberts,12669
21615,3.81,267797,7,William P. Spence,53
21616,3.24,5699179,19,Rosa Knapp,212
21617,4.50,6610869,1,Jay Allan Luboff,2
21618,3.67,32566,458,Aharon Appelfeld,3322
21619,3.71,34540,61,Aloma Halter,457
21620,3.56,6983196,2,mHmd lmslty,9
21621,3.69,610216,10,Southern Heritage,77
21622,3.81,8395395,14,Cheri Colburn,43
21623,3.53,7198023,34,Sandra Knauf,267
21624,3.79,9821538,360,J.S. Hope,1922
21625,4.05,7700839,129,Kit Power,280
21626,3.84,14200859,2494,Dani Wyatt,12112
21627,4.42,5868605,116,G.B. Hope,565
21628,3.68,63983,5192,Nancy Werlin,38821
21629,3.00,17049292,1,Kiwi (Hector Rolando Rodriguez),1
21630,4.12,5997227,23836,Penny Reid,221397
21631,3.88,17173373,7,Cherokee Moon,17
21632,3.67,556103,11,Maike Hallmann,119
21633,4.03,233274,45,James Richardson,272
21634,3.29,6870056,8,Giles Bowkett,45
21635,3.20,3181119,1,mnyrh rshdy,5
21636,3.84,24597,1551,Billy Tan,25345
21637,3.58,1270552,4818,'nys mnSwr,56461
21638,4.15,90094,328,Ambeth R. Ocampo,4966
21639,4.50,472169,1,John Seed,12
21640,4.00,16466195,1,Eric Pfeufer,1
21641,4.10,6951799,5,Soga Shina,115
21642,3.81,256070,303,Adrian    Reynolds,2657
21643,4.10,1069379,2,Oscar T. Branson,21
21644,4.85,14735250,12,Donna Migliaccio,39
21645,4.00,363168,9,Johan Jaaffar,34
21646,3.75,7010931,7534,J.G. Ballard,110332
21647,3.97,8635098,4,Ken Ito,34
21648,4.25,6448461,1,Rex Saunders,4
21649,4.17,16929663,42,Alison    Smith,517
21650,4.24,6459232,202,Tudor Robins,797
21651,4.40,159858,16,Hilary Smith,139
21652,3.93,25674,995,Robert Whitaker,7354
21653,3.86,2997122,14,Ken Kliban,70
21654,3.71,66368,14,Peter LoBianco,143
21655,3.95,22734,53,Luke Welling,859
21656,3.94,22733,53,Laura Thomson,895
21657,4.32,14129499,296,Jackie Y. Wang,425
21658,3.92,40485,593,Antonio Lobo Antunes,7195
21659,3.00,770958,1,Mart Baldwin,3
21660,3.50,15931018,2,Biserka Fabrio,4
21661,4.01,70420,574,Ruth Wright Paulsen,4000
21662,3.86,2940725,5,Mana Sikana,29
21663,4.25,17086775,2,Li Kai Yuan,4
21664,3.48,14106526,239,S.Y. Robins,1917
21665,3.88,2296834,1,Ellen Lewis Buell,8
21666,3.56,81405,56,Bulbul Sharma,367
21667,3.97,5130928,242,Nikki Winter,3499
21668,3.92,1137206,50,Lee Hyeon-sook,1406
21669,3.97,1599003,2219,Patricia Harman,17468
21670,3.44,5101663,2128,Meg Donohue,16527
21671,3.65,282093,45,Lee Langley,267
21672,3.83,138964,237,William Napier,2881
21673,3.82,5616859,4,Unknown Author 19,11
21674,3.15,3369521,2135,James Franco,14096
21675,4.00,222483,6,Alanna Heiss,52
21676,3.76,5187708,3,Klaua Biesenbach,37
21677,3.89,225056,8,Diana Widmaier Picasso,91
21678,4.05,186655,195,Frank Bidart,4447
21679,4.21,14224220,98,Loli Deen,310
21680,3.52,8161918,21,Melvin Rivers,33
21681,4.00,7742429,2,Charla Layne,3
21682,3.94,32549,1166,W.P. Kinsella,16902
21683,3.50,15096941,1,E.R. Walder,6
21684,4.31,14775819,21,Marc Philipps,95
21685,3.83,4482822,193,Marina Di Leo,1335
21686,3.29,480313,2,George MacDonald Ross,21
21687,4.12,130861,760,Sally Mann,10199
21688,3.84,68212,7,Miguel Asin Palacios,67
21689,4.22,447545,2,Rebecca Rushforth,9
21690,3.61,8461106,176,Evelyn Troy,3306
21691,2.00,6052636,2,Rhys Wynne,2
21692,3.87,30920,303,Brian Wildsmith,1614
21693,3.85,7429098,525,K.S. Adkins,3564
21694,3.72,29602,3089,Douglas Kennedy,27000
21695,3.51,7377,194,Bernard Cohen,1803
21696,3.80,8636,470,Margaret Millar,2912
21697,3.00,5044289,1,Spencer Saichi Shiraishi,1
21698,3.99,602,2995,Sharon L. Lechter,72008
21699,3.38,2454288,21,Rina Buntaran,301
21700,3.88,144248,34,Robert V. Hine,350
21701,4.19,7235116,154,Wade H. Garrett,804
21702,4.00,5372866,6,Ron Hummer,12
21703,3.76,14740476,117,Lydia Reeder,408
21704,3.69,5433276,867,Erica Pike,5050
21705,3.63,830920,4,Andre Versaille,27
21706,3.80,4188404,249,SGr nwry,1072
21707,4.22,4447391,143,Melinda Clayton,781
21708,3.79,21318,3844,Ed McBain,65542
21709,4.07,164485,1206,Susan Squires,28897
21710,4.05,21665,977,Ronda Thompson,37238
21711,4.00,7021891,35,Helena Aguila,412
21712,4.24,14788934,191,Tea Stilton,7159
21713,3.58,311035,26,Hester W. Chapman,178
21714,4.33,3153866,1,P. Barnett,3
21715,3.98,6735458,225,Collins,3601
21716,3.69,6887659,331,Hedonist Six,1131
21717,3.61,7020771,66,M.J. Carey,351
21718,3.60,6582854,104,K.M. Dylan,462
21719,3.37,6426016,85,Jason Jaxx,643
21720,3.83,3301458,584,Kay Jaybee,2194
21721,3.52,7102954,48,Livilla Sanders,310
21722,3.51,5761287,63,Molly Synthia,354
21723,3.78,897415,289,Chloe Thurlow,1178
21724,3.74,4781541,140,Elizabeth Woodham,480
21725,3.19,1151588,6,Luiz Galdino,206
21726,5.00,4114810,1,S.A. Kevin,2
21727,5.00,5461548,1,S. Skevin,2
21728,3.62,1437327,7,Paul Byrd,40
21729,3.81,165105,1670,Janet Lee Carey,15985
21730,3.70,12124946,4,Mandy Barrera,27
21731,4.11,225655,47,Agnes Smedley,316
21732,3.94,3885175,4,Jan MacKinnon,18
21733,4.20,1248515,5,Steve Mackinnon,25
21734,4.26,146482,32,Florence Howe,278
21735,3.92,29436,232,Robert Conquest,2262
21736,3.95,184312,2770,Lee Bermejo,48404
21737,4.13,29683,7066,Matt Hollingsworth,107330
21738,4.30,6478575,153,Erico Assis,3273
21739,4.28,4512218,404,P.J. Night,5091
21740,4.60,16764408,2,Claire Marion,5
21741,3.58,3188029,110,Dan Zarrella,844
21742,3.34,4778398,32,Stefan Tegenfalk,547
21743,3.98,13795294,641,John  Nicholl,2816
21744,3.68,363048,319,Colin Brake,3644
21745,3.89,61208,557,Tanya Michaels,4827
21746,3.93,350023,384,Gipi,3768
21747,3.59,7301738,13,Maire Grammenou,64
21748,3.60,2996650,3121,Karen McQuestion,31938
21749,3.88,57099,147,Mark Perry,813
21750,4.09,8179355,6,Tullio F. Altan,33
21751,4.06,2620393,1753,David Mack,21857
21752,3.91,537957,92,Megumi Tachikawa,2807
21753,3.81,1414132,31,Daniel McHugh,444
21754,4.25,42920,575,Wallace Stevens,17574
21755,4.50,4263,1632,Hayao Miyazaki,42120
21756,3.73,3139204,52,Dean A. Haycock,411
21757,3.59,71788,92,Ilene Hochberg,1090
21758,3.37,6985064,188,R.B. Chesterton,687
21759,3.75,20258,32663,Lisa Scottoline,300722
21760,3.93,3206,2077,Roger Hargreaves,45119
21761,2.72,6046132,99,Jean Burnett,355
21762,3.92,3090483,767,Tania Carver,6475
21763,3.87,6468948,84,Lee LeFever,754
21764,3.71,4641663,205,Steve Umstead,1584
21765,3.65,5764775,252,Erik Orsenna,2564
21766,3.65,9872407,37,Randi Everheart,126
21767,3.83,133257,568,Laura Lee Hope,16455
21768,3.77,1031014,9,Wendy Barish,330
21769,4.32,4710983,9,Michael Scott Monje Jr.,66
21770,3.55,8297097,26,Roy  Hoffman,111
21771,4.12,7796352,1268,John Ellsworth,21485
21772,3.85,129134,996,Nancy Butler,8619
21773,3.64,4870480,26,Jonnie Hughes,138
21774,3.32,39754,474,Jerry Oppenheimer,3118
21775,3.75,5767248,541,Alexia Praks,6171
21776,3.94,15016012,445,Viktor Pelevin,12207
21777,3.69,7025991,36,M. Shafeeva,659
21778,4.24,205721,11,Brian F. Atwater,29
21779,4.24,3982109,11,Musumi-Rokkaku Satoko,29
21780,4.24,3982110,11,Satake Kenji,29
21781,3.30,205720,111,Christopher Corbett,405
21782,3.80,153704,375,Yvonne Lehman,2315
21783,3.93,196098,175,Tololwa M. Mollel,535
21784,3.71,270766,57,Paul Morin,226
21785,4.13,117208,352,Arleta Richardson,10335
21786,3.84,17175959,9,Phil  Hughes,101
21787,4.71,13526727,2,Maxime Gaget,7
21788,4.44,11352948,2,Alain Legrand,9
21789,3.49,47134,7,Francoise Barret-Ducrocq,72
21790,4.14,34748,1085,John Howe,35869
21791,4.11,14150619,25,Cat Lewis,56
21792,4.38,8034308,1,Richard  O'Brien,13
21793,4.08,2847868,9,Suncana Skrinjaric,203
21794,4.57,254354,1,Paul Dettloff,14
21795,4.01,15890,8095,Trudi Canavan,241302
21796,3.90,3849581,1252,Manu Viciano,6072
21797,3.86,3891380,231,Roland J. Green,13083
21798,3.63,159965,38,Dorothy Haas,390
21799,3.42,16262401,4,E. Reid Ross,12
21800,3.91,883034,12,Yasui Kentaro,100
21801,3.95,5696307,5,Kotobuki Tsukasa,43
21802,3.82,5856261,6,Dave McRae,28
21803,3.67,3506845,21,Christoph Simon,129
21804,3.45,4605602,33,Steve Hillard,99
21805,4.05,22782,1960,George Carlin,50686
21806,3.99,59096,772,Tony Hendra,11865
21807,3.78,329499,5,Elaine A. Clark,60
21808,5.00,7529739,2,Carla Dawn Dunlap,2
21809,3.73,12451,40,Michael Hanson,244
21810,3.76,4183035,14,Lisbeth Jenkins,58
21811,3.95,30055,791,Ezra Pound,20600
21812,4.12,448068,31,Lea Baechler,764
21813,4.17,40773,162,A. Walton Litz,7320
21814,3.77,14549850,1614,P.J. O'Rourke,20237
21815,4.16,501687,22,Morris Tannehill,285
21816,3.65,1501911,5,Robert M. Gorman,23
21817,3.18,636805,12,Jacklyn Williams,82
21818,3.62,60217,917,Doug Cushman,4495
21819,4.25,1079968,20,rwbrt ty-kywsky,100
21820,3.71,13402,148,Randall Balmer,888
21821,4.69,7772681,7,Samuel Holloway III,16
21822,4.69,7772682,7,Katrice Hatten,16
21823,4.69,7772683,7,Terrance Kelly,16
21824,4.69,7772684,7,Jessica Godbee,16
21825,4.15,14545554,13,Kit Crumpton,13
21826,3.67,5199153,257,Janet McNulty,995
21827,4.00,14008818,1,Kiki Lowenstein,1
21828,4.34,6482841,85,Mike Weinberg,1097
21829,4.14,6482842,1,S. Anthony Iannarino,7
21830,3.80,452349,665,Shelagh McNicholas,10679
21831,3.82,180969,98,George G. Gilman,2413
21832,4.17,6191186,2,Penny Silvers,6
21833,3.89,6524081,56,Voss Foster,156
21834,3.82,70507,1837,Lorena McCourtney,17415
21835,3.43,669170,17,Yayan Sopyan,89
21836,3.47,677202,5,Irwan Rouf,51
21837,3.23,376898,7,Drake Douglas,39
21838,4.10,16569,88,Jan Silvious,535
21839,3.94,295189,83,Lori Haskins,528
21840,3.71,3492361,12,Viviana Diaz,31
21841,3.82,1330311,15,Liz   Smith,147
21842,3.67,6463672,6,John T. Trigonis,18
21843,3.79,88481,83,Jack Cashill,428
21844,4.22,420257,17,Jane Cobb,73
21845,4.34,5776860,6,Magda Lazicka,38
21846,4.20,19859,32,Dan O'Bannon,527
21847,4.02,6463040,6,Matt R. Lohr,59
21848,3.86,128018,90,Roger Corman,843
21849,3.87,983107,135,Alex Abramovich,921
21850,4.09,181683,5,David W. Allen,80
21851,3.48,61859,1589,Sarah Dunn,12406
21852,4.11,41878,1400,Jack D. Zipes,22970
21853,3.98,1322624,16,Johann Karl August Musaus,102
21854,3.63,324711,38,Christoph Martin Wieland,298
21855,3.69,1476067,5,Wilhelm Heinrich Wackenroder,68
21856,3.72,1230111,29,Thomas Crofton Croker,270
21857,3.27,169899,144,Gottfried Keller,4652
21858,4.00,8042680,9,Giovan Francesco Straparola,61
21859,3.74,564689,100,Giambattista Basile,661
21860,4.25,35759,4,Marie-Jeanne L'Heritier De Villandon,28
21861,4.18,4137634,77,Marie-Catherine d'Aulnoy,699
21862,4.13,3393018,10,Charlotte-Rose de Caumont de La Force,54
21863,3.91,766447,77,Antoine Galland,956
21864,3.50,6556,211,Theodor Storm,6056
21865,4.03,1952058,54,Mary De Morgan,527
21866,4.04,53350,1553,Howard Pyle,67035
21867,3.85,28096,118,Hugo von Hofmannsthal,2087
21868,4.09,157812,222,Laurence Housman,8259
21869,3.90,781315,18,Carl Ewald,110
21870,3.91,48535,1176,Anatole France,22098
21871,4.13,45666,31,Kurt Schwitters,251
21872,3.56,1206026,40,Franz Hessel,239
21873,3.81,45706,277,Alfred Doblin,5481
21874,3.41,102620,20,Georg Kaiser,217
21875,4.07,6519,1031,Erich Kastner,30392
21876,4.10,45711,244,Ingeborg Bachmann,3809
21877,3.95,301823,11,Henri Pourrat,78
21878,3.86,129487,285,Naomi Mitchison,1634
21879,3.89,32349,960,Sylvia Townsend Warner,8807
21880,4.15,290388,24,Christoph Meckel,154
21881,3.87,704105,11,Gunter Kunert,87
21882,4.28,91148,129,Janosch,6596
21883,3.79,16086,1368,Robert Coover,10736
21884,4.09,307655,8,Rosemarie Kunzler-Behncke,46
21885,3.74,29901,382,Michel Tournier,6807
21886,4.13,211036,115,Michael de Larrabeiti,1547
21887,4.00,17154454,1,myr`ly jwdyn,2
21888,2.89,1908070,2,Derek Reid,9
21889,3.99,81584,123,Carol Crane,477
21890,4.02,79442,15,Michael Monroe,96
21891,3.00,6433904,1,Amba Batra Bakshi,2
21892,3.00,6433905,1,Renuka Puri,2
21893,4.03,212126,235,Michael Browning,4621
21894,3.51,431162,132,Janina Domanska,441
21895,4.45,1854984,112,lsyd sbq,2944
21896,3.77,1569666,787,E.J. Stevens,4314
21897,4.13,14240555,14,Sophie Val-Piguel,61
21898,3.61,43364,16,Hilde Bruch,442
21899,4.10,6894546,4,Kaukab Ali Mirza,21
21900,3.60,269475,26,Linda Hill,522
21901,3.68,1386355,2061,Lexxie Couper,20004
21902,3.88,396715,7,Henk Oosterling,34
21903,2.40,143780,1,Henk Slager,5
21904,3.00,7076220,1,Rene van de Vall,1
21905,3.87,8433369,696,D.S. Wrights,2011
21906,3.99,15600842,76,Lilith Dark,154
21907,3.57,4548988,779,R.J. Parker,6856
21908,4.14,2080049,6,Maria De La Luz Reyes,22
21909,4.16,978879,37,Ramsay Wood,267
21910,3.98,3964622,5,Margaret Kilrenny,91
21911,3.93,4731730,36,Beth Elisa Harris,116
21912,4.09,8398178,224,American Heritage Dictionary,2111
21913,3.87,13042,10,Jay Jacobs,141
21914,3.25,13832065,1,Kristi N. Witker,4
21915,4.00,14872,390,C.K. Williams,4176
21916,3.95,22515,10457,Mario Vargas Llosa,134160
21917,3.46,7106653,27,Ivone Benedetti,223
21918,3.83,13883053,45,Meor Farid Asyradi,161
21919,4.22,8432099,11,Todd Stockwell,36
21920,3.85,4600293,30,Nev Nickelz,93
21921,3.82,4600294,24,Mariah Grace,82
21922,3.95,6950836,180,Roxy Queen,739
21923,3.93,5866191,2349,Robert Crumb,32008
21924,4.56,5623701,14,Phillip R. Hall,18
21925,3.46,39829,212,Steven Carroll,1111
21926,3.00,535148,4,Bert Schierbeek,22
21927,2.97,208478,121,Charlotte Williams,684
21928,3.96,114241,510,Donald Hamilton,6654
21929,3.81,7012384,12,Jack Marshall Maness,37
21930,3.72,5828647,279,Mickey J. Corrigan,429
21931,3.46,7103316,3,Gela Chkvanava,13
21932,4.15,6684,601,Paul Farmer,9529
21933,3.91,3525,6324,Edwidge Danticat,66743
21934,4.00,15299662,1,Michele Montas-Dominique,9
21935,4.00,15299663,1,Nancy Dorsinvill,9
21936,3.82,503991,374,Eric Conger,1547
21937,3.75,790729,14,Shaari Isa,64
21938,3.85,342219,98,James K. Beilby,670
21939,3.93,452036,138,Paul Rhodes Eddy,1160
21940,3.80,1379313,1,Robert W. Winston,5
21941,3.89,3219776,237,Jan Bowles,3754
21942,4.01,6471928,37,Cia_,570
21943,3.78,4479520,436,Alicia Nordwell,3052
21944,3.78,7376552,69,Lola Rooney,453
21945,3.34,3226218,137,Shayna Krishnasamy,876
21946,3.87,203113,150,Molly Coxe,1181
21947,3.83,6578306,7,sn lmSry,89
21948,4.15,8109231,7257,M.S. Parker,81134
21949,4.16,1862101,17,Nyki Blatchley,57
21950,4.06,7191925,356,Isobelle Cate,1175
21951,4.20,2871417,50,Onesimo Teotonio Almeida,3470
21952,4.17,1279042,2004,Brad Taylor,45358
21953,3.34,211681,51,Mary Joslin,153
21954,4.04,239574,177,Amanda Hall,858
21955,4.01,95333,722,Evelyn Adams,7427
21956,3.39,635017,12,Raymond Plant,57
21957,4.33,741435,1,Danielle Fosler-Lussier,6
21958,4.13,7063047,455,J.C. Diem,9703
21959,3.72,163027,4429,Karin Fossum,45926
21960,3.66,15684080,222,Emma Spring,496
21961,3.73,15057991,593,Marci Fawn,1729
21962,3.90,213798,207,Henry Farrell,2289
21963,4.34,741430,7,Randell L. Makinson,44
21964,4.09,642476,14,Lincoln Steffens,101
21965,3.61,66500,74,Roger Ormerod,321
21966,4.23,2983285,93,Kozueko Morimoto,3808
21967,4.23,2893140,4,Maria Fransiska,192
21968,3.28,7047892,37,Anne  Whitney,147
21969,3.99,14237686,3140,Avon Gale,13698
21970,3.20,2751596,5,tyl `dnn,25
21971,3.72,8034199,805,Ellie Cahill,2932
21972,4.17,689410,3,Meyer Eidelson,6
21973,3.00,13867983,1,Alan     Cohen,3
21974,3.43,2438616,5,Dale Serjeantson,14
21975,3.75,4567695,932,Rebekah Weatherspoon,4421
21976,3.48,2751164,383,Roland Boschi,3211
21977,3.06,3017979,65,Mick Bertilorenzi,506
21978,4.42,14879410,487,Craig Martelle,6110
21979,4.41,14417592,3558,Michael Anderle,56849
21980,4.20,153887,378,Ellen Dugan,7232
21981,4.09,16173,421,Jacques Barzun,5425
21982,3.75,8004236,1047,Saul Black,6163
21983,3.53,74120,139,Carol Townend,729
21984,4.21,4101425,55,Lilly Gayle,146
21985,4.25,278972,25,Kirby Jonas,318
21986,4.28,304133,91,Art Pepper,801
21987,4.30,304132,72,Laurie Pepper,663
21988,4.31,2622245,3477,Lao Tzu,85686
21989,3.67,3296617,1621,Francesca Serritella,7939
21990,4.11,4034866,318,Yael Politis,2428
21991,3.62,141334,836,Ian Watson,8706
21992,3.78,9799377,6,Andrea Kobs,9
21993,4.09,3209967,2,Luis Camargo,11
21994,3.62,87014,440,Sally Warner,2388
21995,3.92,679263,11,Ian Smillie,105
21996,3.51,250598,710,Carsten Stroud,4232
21997,4.06,1169407,134,Janis Thomas,805
21998,3.82,99593,272,Colleen L. Reece,2213
21999,4.05,74488,7793,Victoria Laurie,107164
22000,4.02,11682,1569,Arthur Schopenhauer,33145
22001,4.02,945437,1551,Wes Craig,15680
22002,4.03,7682078,363,Jordan Boyd,3002
22003,4.37,212486,57,Stephen Hillenburg,916
22004,3.00,15558240,32,Stella Grey,163
22005,3.82,48960,4606,Walter Jon Williams,63617
22006,4.03,373231,225,Sylvia Hubbard,2555
22007,4.25,6433075,49,Frank Morin,445
22008,4.04,4504074,57,Brad Fraunfelter,964
22009,4.63,15985964,4,Joshua Essoe,38
22010,3.00,5430284,2,rDwn ZZ,6
22011,2.80,7200157,2,lmnSf lshnwfy,5
22012,3.73,825036,144,Bob Marstall,1648
22013,3.88,384133,126,Frances Devine,765
22014,4.06,670232,34,Monica Edwards,750
22015,3.73,363960,144,Stephen Desberg,2524
22016,3.86,17362,125,Enrico Marini,3001
22017,4.00,83796,470,Carlene Thompson,5847
22018,3.85,820990,303,Brendan Connell,2012
22019,4.36,10689602,63,Ruthz S.B.,106
22020,4.08,7180350,602,James Carol,5916
22021,4.00,9628643,4,Anna Antonova,14
22022,4.24,5052829,142,Kalin M. Nenov,545
22023,4.26,7094022,30,Nevena Stoianova,125
22024,4.11,6681906,23,Ilka Chechova,81
22025,4.34,7479825,16,Evgeniia Vasileva,83
22026,3.65,5132009,48,Manuel Kiessling,260
22027,3.89,17217765,4,Tony    Smith,73
22028,3.67,5132008,2,Jean Ping,3
